,Book Name,Author,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes),cleaned_description,cluster
1947,"Investment Banking (3rd Edition): Valuation, LBOs, M&A, and IPOs",Joshua Rosenbaum,4.4,117.0,1055.0,3,Analysis & Strategy,855.0,in constantly evolving world finance solid technical foundation essential tool success until welcomed arrival author josh rosenbaum josh pearl one taken time properly codify lifeblood corporate financier work namely valuation essential lens investment banker with release investment banking third edition valuation leveraged buyout merger acquisition rosenbaum pearl created definitive guide wish existed trying break wall street it includes technical valuation fundamental well practical judgment skill perspective help guide science this audiobook focus primary valuation methodology currently used wall street comparable company analysis precedent transaction analysis discounted cash flow analysis leveraged buyout analysis with new fully revised edition added comprehensive rigorous set ancillaries anywhere promise become essential knowledge enhancing tool professional professor student,2
1948,Walk the Wire,David Baldacci,4.6,488.0,323.0,3,Suspense,715.0,the number one author return highly charged thriller taking amos decker proved one reader favourite character date investigation trademark twist turn make david baldacci one world favourite storyteller,2
1949,Karma Sutra (Hindi Edition): Karma Ke Siddhanton Ki Vivechana (Hingori Sutras),Hingori,4.1,4.0,501.0,1,Textbooks & Study Guides,224.0,the karmic code defines live life current birth destiny future life,2
1950,Forever My Saint: A Dark Romance,Monica James,4.6,44.0,836.0,3,Romance (Books),620.0,all hope lost zoey hennessy walked back world shaking beyond repair uttered two simple word,2
1951,"The Feynman Lectures on Physics: Volume 9, Basic Concepts in Classical Physics",Richard P. Feynman,4.5,268.5,938.0,3,Education (Books),347.0,volume make course time distance vector characteristic force algebra,2
1952,How to Raise Successful People: Simple Lessons for Radical Results,Esther Wojcicki,4.5,230.0,752.0,3,Relationships,651.0,random house present audiobook edition how raise successful people written esther wojcicki read andrea gallo,3
1953,"The Little Book of Valuation: How to Value a Company, Pick a Stock and Profit",Aswath Damodaran,4.2,213.0,469.0,3,Analysis & Strategy,289.0,an accessible intuitive guide stock valuation,2
1954,India: From Midnight to the Millennium and Beyond,Shashi Tharoor,4.4,120.0,879.0,3,Essays (Books),1139.0,informative highly readable amartya sen,2
1955,India: From Midnight to the Millennium and Beyond,Shashi Tharoor,4.4,120.0,879.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
1956,Realizing the Power of Now: An In-Depth Retreat with Eckhart Tolle,Eckhart Tolle,4.6,13.0,1406.0,3,Christianity (Books),424.0,what could recapture remarkable opening make consistent way living world throughout europe north america man named eckhart tolle emerged teacher unique ability draw u awakened state call presence with realizing power now an retreat eckhart tolle unparalleled opportunity immerse timeless dimension place within u always ever beyond turmoil life world calm beyond word joy opposite,2
1957,101 Best Indian Fables for Children,Stuti Gupta,3.7,23.0,233.0,3,Children's Traditional Stories (Books),146.0,would like meet ferocious king jungle how listening story cunning fox talk way tricky situation wonder little monkey looking glass or peacock crow fighting,2
1958,The Billionaire's Secret Heart,Ivy Layne,4.3,791.0,233.0,3,Contemporary Fiction (Books),156.0,josephine it worst blind date history universe holden winter swept rescued,2
1959,Good Strategy/Bad Strategy: The Difference and Why It Matters,Richard Rumelt,4.5,603.0,1131.0,1,Leadership,709.0,good strategy clarifies muddled thinking underlying many strategy provides clear way create implement powerful strategy real world,2
1960,Traction: Get a Grip on Your Business,Gino Wickman,4.7,1433.0,668.0,3,Leadership,416.0,do grip business business grip,2
1961,"Cinder: The Lunar Chronicles, Book 1",Marissa Meyer,4.6,3172.0,1063.0,3,Fantasy (Books),603.0,the first instalment the lunar chronicle futuristic reenvisioning cinderella cinder cyborg mechanic,2
1962,Why I Love Singlehood: A Novel,Elisa Lorello,4.0,239.0,352.0,3,Women's Fiction,565.0,eva perino single proud so proud fact regularly boast blog why i love singlehood but upon learning engagement eva discovers foundation weaker façade so begin clumsy occasionally uproarious search love secretly join online dating site try hand speed dating get involved one regular coffee shop the ground,2
1963,Solve for Happy: Engineer Your Path to Joy,Mo Gawdat,4.5,481.0,323.0,3,Psychology (Audible Audiobooks & Originals),672.0,solve happy startlingly original book creating maintaining happiness written top google executive engineer training fondness thoroughly analyzing problem,2
1964,A Political History of the World: Three Thousand Years of War and Peace (A Pelican Book),Jonathan Holslag,4.4,28.0,820.0,1,Military History (Audible Audiobooks & Originals),905.0,penguin present audiobook edition a political history world jonathan holslag read roy mcmillan,3
1965,168 Hours: You Have More Time Than You Think,Laura Vanderkam,4.3,196.0,844.0,348,Personal Success,468.0,there hour week this book time really go use better it unquestioned truth modern life starved time with rise family extreme job connectivity life frenzied barely find time breathe we tell like read get gym regularly try new hobby accomplish kind goal but give enough hour or else make excuse make sacrifice to get ahead work spend less time spouse to carve family time put getting shape to train marathon cut back sleep there better way laura vanderkam found one,2
1966,Sales Revelation: Best of 45 Master Courses Reveals the Final Word in Sales,Brian Tracy,4.5,268.5,2008.0,2,Textbooks & Study Guides,716.0,become sustaining resource sale professional entrepreneur today tough competitive market the way people buy may change way people sell get better,2
1967,Message in a Bottle: Booktrack Edition,Nicholas Sparks,4.6,581.0,500.0,3,Romance (Books),593.0,message bottle booktrack edition add immersive musical soundtrack audiobook listening experience,3
1968,"The Second Machine Age: Work, Progress, and Prosperity in a Time of Brilliant Technologies",Erik Brynjolfsson,4.4,773.0,703.0,3,Computer Science (Audible Audiobooks & Originals),529.0,audie award judge award science technology,2
1969,I Dared to Call Him Father: The Miraculous Story of a Muslim Woman’s Encounter with God,Bilquis Sheikh,4.9,736.0,702.0,3,Islam (Books),425.0,how i give god completely what happens i,2
1970,Lost and Founder,Rand Fishkin,4.7,155.0,683.0,376,Industries,541.0,penguin present audiobook edition lost founder written read rand fishkin,3
1971,Hippie,Paulo Coelho,4.2,515.0,683.0,1,Contemporary Fiction (Books),472.0,random house present audiobook edition hippie paulo coelho read graham halstead,3
1972,"The Elephant, the Tiger and the Cellphone: Reflections on India, the Emerging 21st-Century Power",Shashi Tharoor,4.1,11.0,1382.0,3,Indian History (Audible Audiobooks & Originals),1200.0,for four decade gaining independence india massive size population staggering poverty slow rate growth associated plodding somnolent elephant comfortably resting achievement century gone then early elephant seemed wake slumber slowly begin change today first decade century begun see morphing tiger,2
1973,"Hal Koerner's Field Guide to Ultrarunning: Training for an Ultramarathon, from 50K to 100 Miles and Beyond",Hal Koerner,4.5,283.0,586.0,3,Sports Training & Coaching (Books),350.0,ultramarathons leave much room mistake do learn hard way get jump training ultramarathon hal koerner field guide ultrarunning comprehensive handbook running mile beyond authored one experienced recognized athlete sport,2
1974,"Energy Medicine: Balancing Your Body's Energies for Optimal Health, Joy, and Vitality",Donna Eden,4.7,784.0,1055.0,3,Middle Eastern History (Books),811.0,in updated expanded edition classic donna eden show listener work body energy system,2
1975,Buy Signals Sell Signals: Strategic Stock Market Entries and Exits,Steve Burns,3.9,76.0,233.0,3,Business & Careers,108.0,the ultimate guide buying selling learn buy sell someone know watch wait profit market signal benefit someone year experience,2
1976,Growth: From Microorganisms to Megacities,Vaclav Smil,4.5,135.0,820.0,546,Environmental Conservation,1575.0,growth unspoken explicit aim individual collective striving it governs life microorganism galaxy shape capability extraordinarily large brain fortune economy growth manifested annual increment continental crust rising gross domestic product child growth chart spread cancerous cell in magisterial book vaclav smil offer systematic investigation growth nature society tiny organism trajectory empire civilization,2
1977,My Life with the Chimpanzees,Jane Goodall,4.6,171.0,500.0,4,Biology Books,223.0,from time girl jane goodall dreamed life spent working animal finally wish when year old ventured forest africa observe chimpanzee wild on expedition braved danger leopard lion african bush and got know amazing group wild chimpanzee intelligent animal whose life work play family relationship bear surprising resemblance,2
1978,Emma [Naxos Edition],Jane Austen,4.3,2025.0,1003.0,3,Historical Fiction (Books),999.0,one jane austen popular novel arrogant egotistical emma unusual heroine,2
1979,The Four-Day Workweek,Robert Grosse,3.4,2.0,469.0,3,Business & Careers,278.0,this provocative book make compelling case reducing number workday week four globalization brought fiercer competition greater worker mobility organization compete top talent becoming open unconventional worker arrangement remote working flextime,2
