Book Name,Author,Description,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes)
Alexander Hamilton,Ron Chernow,"Alexander Hamilton was an illegitimate, largely self-taught orphan from the Caribbean who overcame all the odds to become George Washington's aide-de-camp and the first Treasury Secretary of the United States. Few figures in American history are more controversial. ",4.7,6557.0,1138.0,3,Textbooks & Study Guides,2158.0
Alexander Hamilton,Ron Chernow,"Alexander Hamilton was an illegitimate, largely self-taught orphan from the Caribbean who overcame all the odds to become George Washington's aide-de-camp and the first Treasury Secretary of the United States. Few figures in American history are more controversial. ",4.7,6558.0,1138.0,3,Textbooks & Study Guides,2158.0
As a Man Thinketh: 21st Century Edition: The Wisdom of James Allen,Sam Torode,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.7,307.0,132.0,-1,,486.5
"The Essentials of Risk Management, Second Edition",Michel Crouhy,"Created for risk professionals and non-risk professionals alike, this easy-to-understand guide helps you meet the increasingly insistent demand to make sophisticated assessments of companies' risk exposure. It provides the latest methods for: ",4.4,49.0,820.0,616,Corporate Finance,1292.0
"Jax: Protectors Series # 8,",Teresa Gabelman,"Jax Wheeler has been fighting his own demons for as long as he can remember. One of those demons is from his past, a brother who wants nothing more to see Jax suffer. Working closely with the Cincinnati Branch of the VC Warriors Jax never thought he would find someone who could help him ease his pain, but he was wrong.",4.8,350.0,586.0,-1,,486.5
"Astral Projection: Out-Of-Body Travel, Guided Meditation, Self Hypnosis, Binaural Beats",Erick Brown Hypnosis,"Have you always been curious about how to use Astral Projection but didn’t know how? Do you wish you could have an out-of-body experience into a higher realm? Experience astral travel in safe and informative environment with this hypnosis program from Erick Brown. Let Astral Projection help you release into a higher spiritual realm by guiding through what is commonly called an out-of-body experience. Powerful suggestions for deep relaxation and positive change will be received by your mind, releasing you from worry or tension and helping you to just relax and remain open to your astral journey. ",4.5,268.5,656.0,-1,",          5 star,        ,          (0%),        ,          ,            0%,          ,",200.0
"Chicken Soup for the Kid's Soul: Stories of Courage, Hope, and Laughter",Jack Canfield,"Now more than ever, kids want and need the inspiration and hope that Chicken Soup for the Soul provides. In this special volume, young readers will find empowerment and encouragement to love and accept themselves, believe in their dreams, find answers to their questions, and discover hope for a promising future.",4.7,128.0,280.0,3,Children's Literature & Fiction (Books),72.0
The 48 Laws of Power,Robert Greene,"
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",4.5,268.5,773.0,-1,",          5 star,        ,          (0%),        ,          ,            0%,          ,",592.0
Charlotte's Web,E. B. White,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.8,5072.0,754.0,-1,,486.5
Story Genius: How to Use Brain Science to Go Beyond Outlining and Write a Riveting Novel (Before You Waste Three Years Writing 327 Pages That Go Nowhere),Lisa Cron,"Following on the heels of Lisa Cron's breakout first book, Wired for Story, this writing guide reveals how to use cognitive storytelling strategies to build a scene-by-scene blueprint for a riveting story. ",4.6,515.0,1005.0,3,Writing Guides (Books),576.0
The Future of Capitalism,Paul Collier,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,158.0,683.0,-1,,486.5
Thrawn (Star Wars),Timothy Zahn,"In this definitive novel, listeners will follow Thrawn's rise to power - uncovering the events that created one of the most iconic villains in Star Wars history. ",4.7,2328.0,1256.0,3,Science Fiction (Books),1016.0
Sula,Toni Morrison,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.6,799.0,753.0,-1,,486.5
Anahad Mein Bisram,OSHO,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,268.5,502.0,-1,,486.5
The Enchiridion & Discourses,Haward B. Morse,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,268.5,998.0,-1,,486.5
The Tibetan Book of Living and Dying,Sogyal Rinpoche," Sogyal Rinpoche presents a radically new vision of living and dying. He shows how to go beyond our fear and denial of death to discover what it is in us that survives death and is changeless. Rinpoche explains simple yet powerful practices that listeners can use to transform their lives, prepare for death, and help the dying.",4.6,1048.0,410.0,3,Eastern Philosophy,367.0
The Tibetan Book of Living and Dying,Sogyal Rinpoche,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.6,1048.0,410.0,-1,,486.5
Letting Go: The Pathway of Surrender,David R. Hawkins MD. PHD.,"Letting Go describes a simple and effective means by which to let go of the obstacles to enlightenment and become free of negativity. During the many decades of the author's clinical psychiatric practice, the primary aim was to seek the most effective ways to relieve human suffering in all of its many forms. The inner mechanism of surrender was found to be of great practical benefit and is described in this book. ",4.7,2163.0,1172.0,1,Personal Success,743.0
The Art of War [Blackstone Version],Sun-Tzu,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,268.5,1003.0,-1,,486.5
The Girl Who Drank the Moon,Kelly Barnhill,"Every year, the people of the Protectorate leave a baby as an offering to the witch who lives in the forest. But Xan is in fact a good witch who rescues the children. ",4.7,3587.0,645.0,2,Audiobooks on Family Life for Children,571.0
Mahanirvana Tantra,Arthur Valon,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.4,6.0,1102.0,-1,,486.5
Time Management: The Brian Tracy Success Library,Brian Tracy,"More than any other practice in your career, your ability to manage time will determine your success or failure. It’s a simple equation. The better you use your time, the more you will accomplish, and the greater your rewards will be.",4.6,160.0,351.0,3,Business Careers,124.0
A Woman First: First Woman: A Memoir,Selina Meyer,"The long-awaited memoir of her tumultuous year in office, A Woman First: First Woman is an intimate first-person account of the public and private lives of Selina Meyer, America's first woman president. Known and beloved throughout the world as a vocal and fearless advocate for adult literacy, fighting AIDS, our military families, and as a stalwart champion of the oppressed, especially the long-suffering people of Tibet, President Meyer is considered one of the world's most notable people. In her own words, she reveals the innermost workings of the world's most powerful office, sharing previous secret details along with her own personal feelings about the historic events of her time. ",4.6,81.0,879.0,3,Contemporary Fiction (Books),360.0
Why 'A' Students Work for 'C' Students and 'B' Students Work for the Government: Rich Dad's Guide to Financial Education for Parents,Robert T. Kiyosaki,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.2,62.0,1005.0,-1,,486.5
"Sacred Verses, Healing Sounds, Volumes I and II: The Bhagavad Gita and Hymns of the Rig Veda",Deepak Chopra,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.5,268.5,468.0,-1,,486.5
